Flight	Flight Time	Entry	Data
1	1578235504	0	On board logging enabled.
1	1578239089	1	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0 ] m  East: [ 0 ] m  Down: [ 0 ] m 
1	2470031410	0	
1	2470031470	57037	
8193	0	62105	
57345	0	61451	
57345	4294967172	22752	
53249	0	44048	
1	0	61368	
57345	0	8455	
36865	0	38190	
53249	0	38263	
1	0	1	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.146291 ] m  East: [ 0.213371 ] m  Down: [ -0.240981 ] m 
4097	0	38337	
4097	4294967179	36891	
45057	0	36964	
8193	0	37039	
61441	0	37111	
20481	0	37185	
36865	0	37258	
53249	0	37331	
4097	0	37405	
36865	0	33862	
1	0	2	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.360098 ] m  East: [ 0.213371 ] m  Down: [ -0.370543 ] m 
57345	0	33935	
16385	0	34094	
49153	0	34167	
4097	0	34241	
24577	0	34314	
45057	0	34387	
8193	0	34461	
36865	0	34534	
4097	0	34610	
28673	0	34682	
1	0	3	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.213808 ] m  East: [ 0 ] m  Down: [ -0.129562 ] m 
57345	0	34755	
57345	106	34913	
24577	0	34987	
53249	0	35060	
16385	0	35134	
45057	0	35207	
8193	0	35281	
36865	0	35354	
1	0	35428	
28673	0	35501	
1	0	4	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.213808 ] m  East: [ 0 ] m  Down: [ -0.129562 ] m 
57345	0	35574	
16385	0	35732	
49153	0	35805	
12289	0	35879	
40961	0	35952	
4097	0	36026	
32769	0	36099	
61441	0	36172	
24577	0	36246	
53249	0	36319	
1	0	5	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.213808 ] m  East: [ 0 ] m  Down: [ -0.129562 ] m 
16385	0	36393	
1	0	36552	
32769	0	36625	
53249	0	36698	
24577	0	36771	
45057	0	36844	
1	0	36918	
1	94	34608	
53249	0	37066	
16385	0	37140	
1	0	6	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.213808 ] m  East: [ 0 ] m  Down: [ -0.129562 ] m 
45057	0	37213	
28673	0	37373	
61441	0	37446	
24577	0	37520	
53249	0	37593	
16385	0	37667	
45057	0	37740	
8193	0	37813	
36865	0	37886	
1	0	37960	
1	3430479885	7	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.213808 ] m  East: [ 0 ] m  Down: [ -0.129562 ] m 
28673	0	38033	
12289	0	38192	
45057	0	38265	
28673	0	38338	
57345	0	38411	
20481	0	38485	
49153	0	38558	
12289	0	38632	
40961	0	38705	
4097	0	38779	
1	0	8	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ 0.213808 ] m  East: [ 0 ] m  Down: [ -0.129562 ] m 
32769	0	38852	
16385	0	39011	
49153	0	39084	
12289	0	39158	
40961	0	39231	
4097	0	39305	
32769	0	39378	
12289	0	39451	
40961	0	39524	
4097	0	39598	
1	0	9	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.221158 ] m  East: [ -0.26056 ] m  Down: [ -0.364963 ] m 
32769	0	39671	
24577	0	39833	
57345	0	39906	
12289	0	39979	
40961	0	40052	
4097	0	40126	
32769	0	40199	
61441	0	40272	
24577	0	40346	
53249	0	40419	
1	0	10	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.502483 ] m  East: [ -0.0471887 ] m  Down: [ -0.34682 ] m 
16385	0	40493	
32769	0	40652	
1	0	40726	
20481	0	40799	
49153	0	40872	
12289	0	40946	
32769	0	41018	
61441	0	41091	
24577	0	41165	
53249	0	41238	
1	0	11	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.434965 ] m  East: [ -0.26056 ] m  Down: [ -0.235401 ] m 
16385	0	41312	
12289	0	41471	
4097	0	41544	
24577	0	41617	
45057	0	41690	
28673	0	36991	
28673	4294967043	41841	
57345	0	41914	
20481	0	41988	
49153	0	42061	
1	0	12	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.367448 ] m  East: [ -0.473931 ] m  Down: [ -0.123982 ] m 
12289	0	42135	
49153	0	42293	
16385	0	42367	
45057	0	42440	
8193	0	42514	
53249	0	42586	
16385	0	42660	
45057	0	42733	
8193	0	42807	
36865	0	42880	
1	0	13	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.367448 ] m  East: [ -0.473931 ] m  Down: [ -0.123982 ] m 
1	1239784376	42954	
16385	0	43112	
49153	0	43185	
4097	0	43259	
24577	0	43332	
53249	0	43405	
16385	0	43479	
45057	0	43552	
8193	0	43626	
36865	0	43699	
1	0	14	POSITIONSTATE (ID: 4AFDB658-0, 12 BYTES, single) Data:  North: [ -0.146291 ] m  East: [ -0.213371 ] m  Down: [ 0.240981 ] m 
